"order_id","order_date","order_time","total_price","details"
90,"2015-01-02","15:08:48","33","The Sicilian Pizza, The Thai Chicken Pizza"
91,"2015-01-02","15:14:43","64","The Barbecue Chicken Pizza, The Chicken Pesto Pizza, The Pepperoni Pizza"
92,"2015-01-02","15:17:02","152.25","The Barbecue Chicken Pizza, The Italian Supreme Pizza, The Italian Supreme Pizza, The Italian Vegetables Pizza, The Pepperoni Pizza, The Pepper Salami Pizza, The Spinach and Feta Pizza, The Spinach Supreme Pizza, The Greek Pizza"
93,"2015-01-02","15:29:31","16.25","The Sicilian Pizza"
94,"2015-01-02","16:17:16","28.75","The Italian Capocollo Pizza, The Southwest Chicken Pizza"
95,"2015-01-02","16:18:04","32.75","The Napolitana Pizza, The Pepper Salami Pizza"
96,"2015-01-02","16:21:20","12","The Napolitana Pizza"
97,"2015-01-02","16:45:33","12","The Big Meat Pizza"
98,"2015-01-02","17:18:18","41","The Classic Deluxe Pizza, The Napolitana Pizza"
99,"2015-01-02","17:45:42","20.75","The Italian Supreme Pizza"
100,"2015-01-02","17:46:17","16.5","The Hawaiian Pizza"
101,"2015-01-02","17:51:33","73.25","The California Chicken Pizza, The Pepperoni Pizza, The Soppressata Pizza, The Spicy Italian Pizza"
102,"2015-01-02","17:54:04","25.25","The Barbecue Chicken Pizza, The Prosciutto and Arugula Pizza"
103,"2015-01-02","18:02:09","12.5","The Spinach Supreme Pizza"
104,"2015-01-02","18:02:12","70.5","The Barbecue Chicken Pizza, The Chicken Alfredo Pizza, The Italian Vegetables Pizza, The Vegetables + Vegetables Pizza"
105,"2015-01-02","18:12:01","52.75","The Hawaiian Pizza, The Pepperoni Pizza, The Prosciutto and Arugula Pizza"
106,"2015-01-02","18:12:13","41","The Mexicana Pizza, The Spicy Italian Pizza"
107,"2015-01-02","18:25:09","78.25","The California Chicken Pizza, The Italian Supreme Pizza, The Spicy Italian Pizza, The Vegetables + Vegetables Pizza"
108,"2015-01-02","18:25:25","57.75","The Classic Deluxe Pizza, The Hawaiian Pizza, The Spinach Supreme Pizza"
109,"2015-01-02","18:27:50","74.5","The Italian Capocollo Pizza, The Italian Supreme Pizza, The Pepperoni Pizza, The Prosciutto and Arugula Pizza"
110,"2015-01-02","18:36:19","65.75","The Big Meat Pizza, The Napolitana Pizza, The Soppressata Pizza, The Spicy Italian Pizza"
111,"2015-01-02","18:38:01","68.5","The California Chicken Pizza, The Five Cheese Pizza, The Pepperoni Pizza, The Spinach Pesto Pizza"
112,"2015-01-02","18:41:40","9.75","The Pepperoni Pizza"
113,"2015-01-02","18:50:21","57.75","The California Chicken Pizza, The Mexicana Pizza, The Southwest Chicken Pizza"
114,"2015-01-02","18:59:32","27.5","The Pepperoni Pizza, The Sicilian Pizza"
115,"2015-01-02","19:05:17","49.25","The Big Meat Pizza, The Napolitana Pizza, The Thai Chicken Pizza"
116,"2015-01-02","19:18:49","18.5","The Five Cheese Pizza"
117,"2015-01-02","19:23:02","36.75","The Pepper Salami Pizza, The Sicilian Pizza"
118,"2015-01-02","19:26:59","32.75","The Prosciutto and Arugula Pizza, The Spinach and Feta Pizza"
119,"2015-01-02","19:32:29","14.75","The Four Cheese Pizza"
120,"2015-01-02","19:35:07","42.75","The Classic Deluxe Pizza, The Hawaiian Pizza, The Spinach and Feta Pizza"
121,"2015-01-02","19:38:48","75.7","The Barbecue Chicken Pizza, The Four Cheese Pizza, The Sicilian Pizza, The Southwest Chicken Pizza"
122,"2015-01-02","19:50:19","16.5","The Italian Supreme Pizza"
123,"2015-01-02","20:12:09","12","The Italian Capocollo Pizza"
124,"2015-01-02","20:12:34","65.75","The Barbecue Chicken Pizza, The Sicilian Pizza, The Spicy Italian Pizza, The Greek Pizza"
125,"2015-01-02","20:31:06","25.5","The Greek Pizza"
126,"2015-01-02","20:53:42","20.25","The Vegetables + Vegetables Pizza"
127,"2015-01-02","20:58:23","12.5","The Pepperoni Pizza"
128,"2015-01-02","21:05:06","12.5","The Spicy Italian Pizza"
129,"2015-01-02","21:13:02","28","The Big Meat Pizza, The Greek Pizza"
130,"2015-01-02","21:14:55","59.75","The Hawaiian Pizza, The Italian Capocollo Pizza, The Mexicana Pizza, The Southwest Chicken Pizza"
131,"2015-01-02","21:33:10","63.75","The Chicken Pesto Pizza, The Five Cheese Pizza, The Green Garden Pizza, The Spinach Supreme Pizza"
132,"2015-01-02","21:42:45","9.75","The Pepperoni Pizza"
133,"2015-01-02","22:00:17","49.25","The Barbecue Chicken Pizza, The Hawaiian Pizza, The Greek Pizza"
134,"2015-01-02","22:13:24","45.25","The Big Meat Pizza, The Southwest Chicken Pizza, The Spinach Supreme Pizza"
135,"2015-01-02","22:29:34","20.25","The Vegetables + Vegetables Pizza"
136,"2015-01-02","22:32:49","31","The Five Cheese Pizza, The Pepper Salami Pizza"
137,"2015-01-03","11:34:10","46.5","The Mediterranean Pizza, The Pepperoni Pizza, The Spicy Italian Pizza"
138,"2015-01-03","11:44:50","71.95","The California Chicken Pizza, The Four Cheese Pizza, The Italian Vegetables Pizza, The Sicilian Pizza"
139,"2015-01-03","11:57:39","18.5","The Five Cheese Pizza"
140,"2015-01-03","12:26:44","28.5","The Prosciutto and Arugula Pizza, The Vegetables + Vegetables Pizza"
141,"2015-01-03","13:16:01","16","The Classic Deluxe Pizza"
142,"2015-01-03","13:33:59","16","The Green Garden Pizza"
143,"2015-01-03","13:41:36","121.75","The California Chicken Pizza, The Classic Deluxe Pizza, The Hawaiian Pizza, The Mexicana Pizza, The Pepperoni Pizza, The Prosciutto and Arugula Pizza, The Thai Chicken Pizza, The Vegetables + Vegetables Pizza"
144,"2015-01-03","13:44:28","238.45","The Barbecue Chicken Pizza, The Big Meat Pizza, The California Chicken Pizza, The Chicken Pesto Pizza, The Five Cheese Pizza, The Four Cheese Pizza, The Pepperoni, Mushroom, and Peppers Pizza, The Southwest Chicken Pizza, The Southwest Chicken Pizza, The Spicy Italian Pizza, The Thai Chicken Pizza, The Vegetables + Vegetables Pizza"
145,"2015-01-03","13:53:48","12","The Greek Pizza"
146,"2015-01-03","14:22:10","48.75","The California Chicken Pizza, The Four Cheese Pizza, The Hawaiian Pizza"
147,"2015-01-03","14:32:51","25.5","The Greek Pizza"
148,"2015-01-03","14:40:42","12","The Mediterranean Pizza"
149,"2015-01-03","14:48:45","16","The Spinach and Feta Pizza"
150,"2015-01-03","14:49:58","12.5","The Pepperoni Pizza"
151,"2015-01-03","15:09:34","33.25","The Southwest Chicken Pizza, The Spinach Supreme Pizza"
152,"2015-01-03","15:09:42","59.5","The Hawaiian Pizza, The Spinach and Feta Pizza, The Thai Chicken Pizza, The Greek Pizza"
153,"2015-01-03","15:16:34","16","The Mexicana Pizza"
154,"2015-01-03","15:22:43","12.5","The Prosciutto and Arugula Pizza"
155,"2015-01-03","15:28:59","69.25","The Chicken Pesto Pizza, The Napolitana Pizza, The Pepperoni Pizza, The Pepper Salami Pizza"
156,"2015-01-03","15:42:19","36.75","The Napolitana Pizza, The Thai Chicken Pizza"
157,"2015-01-03","15:43:03","69.5","The Italian Supreme Pizza, The Mediterranean Pizza, The Sicilian Pizza, The Spinach Pesto Pizza"
158,"2015-01-03","15:54:30","33.5","The Italian Vegetables Pizza, The Thai Chicken Pizza"
159,"2015-01-03","15:59:22","34.7","The Four Cheese Pizza, The Thai Chicken Pizza"
160,"2015-01-03","16:35:33","16","The Classic Deluxe Pizza"
161,"2015-01-03","16:43:46","52.5","The Hawaiian Pizza, The Spicy Italian Pizza, The Greek Pizza"
162,"2015-01-03","16:51:22","12","The Big Meat Pizza"
163,"2015-01-03","16:54:54","44.5","The Hawaiian Pizza, The Pepperoni Pizza, The Greek Pizza"
164,"2015-01-03","16:56:33","33.25","The California Chicken Pizza, The Pepperoni Pizza"
165,"2015-01-03","16:57:37","16.5","The Prosciutto and Arugula Pizza"
166,"2015-01-03","16:58:51","12.5","The Prosciutto and Arugula Pizza"
167,"2015-01-03","17:00:49","49.75","The Barbecue Chicken Pizza, The Italian Supreme Pizza, The Pepperoni Pizza"
168,"2015-01-03","17:02:27","28","The Big Meat Pizza, The Vegetables + Vegetables Pizza"
169,"2015-01-03","17:15:48","46.2","The Four Cheese Pizza, The Italian Capocollo Pizza, The Sicilian Pizza"
170,"2015-01-03","17:21:31","16.5","The Hawaiian Pizza"
171,"2015-01-03","17:23:03","16","The Napolitana Pizza"
172,"2015-01-03","17:29:24","49.25","The Napolitana Pizza, The Spinach Supreme Pizza, The Thai Chicken Pizza"
173,"2015-01-03","17:35:30","53","The California Chicken Pizza, The Classic Deluxe Pizza, The Vegetables + Vegetables Pizza"
174,"2015-01-03","17:37:49","65.5","The Big Meat Pizza, The California Chicken Pizza, The California Chicken Pizza, The Italian Capocollo Pizza"
175,"2015-01-03","17:50:51","20.75","The Italian Supreme Pizza"
176,"2015-01-03","17:51:57","37.25","The California Chicken Pizza, The Pepper Salami Pizza"
177,"2015-01-03","17:54:36","32.75","The Napolitana Pizza, The Thai Chicken Pizza"
178,"2015-01-03","18:15:03","20.75","The Pepper Salami Pizza"
179,"2015-01-03","18:20:14","44.75","The Hawaiian Pizza, The Sicilian Pizza, The Vegetables + Vegetables Pizza"
180,"2015-01-03","18:33:34","41.25","The Classic Deluxe Pizza, The Prosciutto and Arugula Pizza"
181,"2015-01-03","18:49:32","20.25","The Mexicana Pizza"
182,"2015-01-03","18:50:10","44.4","The Brie Carre Pizza, The Pepper Salami Pizza"
183,"2015-01-03","18:54:55","49.25","The Napolitana Pizza, The Spinach Pesto Pizza, The Spinach Pesto Pizza"
184,"2015-01-03","18:59:05","16.5","The Hawaiian Pizza"
185,"2015-01-03","19:08:33","28.75","The Sicilian Pizza, The Spinach Pesto Pizza"
186,"2015-01-03","19:36:00","82.5","The Mexicana Pizza, The Southwest Chicken Pizza, The Spinach Pesto Pizza, The Thai Chicken Pizza"
187,"2015-01-03","19:37:12","39.25","The Five Cheese Pizza, The Spinach Pesto Pizza"
188,"2015-01-03","20:08:39","49","The Five Cheese Pizza, The Pepperoni Pizza, The Pepper Salami Pizza"
189,"2015-01-03","20:12:14","36.75","The Big Meat Pizza, The Thai Chicken Pizza"
190,"2015-01-03","20:14:23","67.25","The Barbecue Chicken Pizza, The Four Cheese Pizza, The Pepperoni, Mushroom, and Peppers Pizza, The Prosciutto and Arugula Pizza"
191,"2015-01-03","20:24:50","37.5","The California Chicken Pizza, The Chicken Alfredo Pizza"
192,"2015-01-03","20:30:08","33","The Sicilian Pizza, The Southwest Chicken Pizza"
193,"2015-01-03","20:55:47","70.25","The Big Meat Pizza, The California Chicken Pizza, The Chicken Alfredo Pizza"
194,"2015-01-03","21:21:24","12.75","The Barbecue Chicken Pizza"
195,"2015-01-03","21:25:20","20.75","The Barbecue Chicken Pizza"
196,"2015-01-03","21:40:14","44.75","The Sicilian Pizza, The Spicy Italian Pizza, The Vegetables + Vegetables Pizza"
197,"2015-01-03","21:47:48","80.2","The Four Cheese Pizza, The Italian Capocollo Pizza, The Italian Vegetables Pizza, The Soppressata Pizza"
198,"2015-01-03","21:55:42","32.75","The Big Meat Pizza, The Chicken Alfredo Pizza"
199,"2015-01-03","22:10:38","16.75","The Chicken Alfredo Pizza"
200,"2015-01-03","22:24:05","25.5","The Greek Pizza"
201,"2015-01-03","22:29:59","83.25","The Calabrese Pizza, The Chicken Pesto Pizza, The Italian Supreme Pizza, The Greek Pizza"
202,"2015-01-03","22:50:29","12.75","The California Chicken Pizza"
203,"2015-01-04","11:30:48","67","The California Chicken Pizza, The Italian Vegetables Pizza, The Pepperoni, Mushroom, and Peppers Pizza, The Greek Pizza"
204,"2015-01-04","11:36:25","20.75","The Spicy Italian Pizza"
205,"2015-01-04","11:43:54","42","The California Chicken Pizza, The Chicken Alfredo Pizza, The Prosciutto and Arugula Pizza"
206,"2015-01-04","11:45:10","46.5","The Napolitana Pizza, The Pepperoni Pizza, The Spicy Italian Pizza"
207,"2015-01-04","12:03:58","20.75","The Spicy Italian Pizza"
208,"2015-01-04","12:12:05","78.75","The Barbecue Chicken Pizza, The Barbecue Chicken Pizza, The Chicken Alfredo Pizza, The Pepperoni Pizza, The Greek Pizza"
209,"2015-01-04","12:29:17","20.75","The California Chicken Pizza"
210,"2015-01-04","12:34:13","12","The Spinach and Feta Pizza"
211,"2015-01-04","12:54:20","9.75","The Pepperoni Pizza"
212,"2015-01-04","13:16:03","20.5","The Italian Capocollo Pizza"
213,"2015-01-04","13:20:39","17.95","The Four Cheese Pizza"
214,"2015-01-04","13:39:16","65.5","The Italian Capocollo Pizza, The Italian Supreme Pizza, The Mexicana Pizza, The Spinach Pesto Pizza"
215,"2015-01-04","13:44:49","12","The Green Garden Pizza"
216,"2015-01-04","14:31:56","51.75","The Barbecue Chicken Pizza, The Five Cheese Pizza, The Hawaiian Pizza"
217,"2015-01-04","14:35:03","28","The Classic Deluxe Pizza, The Spinach and Feta Pizza"
218,"2015-01-04","14:35:11","16.5","The Spicy Italian Pizza"
219,"2015-01-04","14:42:01","71.75","The Barbecue Chicken Pizza, The Five Cheese Pizza, The Pepper Salami Pizza, The Spinach and Feta Pizza"
220,"2015-01-04","15:31:59","63.75","The Hawaiian Pizza, The Italian Capocollo Pizza, The Napolitana Pizza, The Spicy Italian Pizza"
221,"2015-01-04","15:33:18","47","The Five Cheese Pizza, The Prosciutto and Arugula Pizza, The Greek Pizza"
222,"2015-01-04","15:46:38","30.2","The Four Cheese Pizza, The Sicilian Pizza"
223,"2015-01-04","16:08:20","11","The Pepperoni, Mushroom, and Peppers Pizza"
224,"2015-01-04","16:39:58","66","The Chicken Alfredo Pizza, The Italian Supreme Pizza, The Napolitana Pizza, The Thai Chicken Pizza"
225,"2015-01-04","16:41:48","50.25","The Barbecue Chicken Pizza, The Barbecue Chicken Pizza, The Southwest Chicken Pizza"
226,"2015-01-04","16:59:39","20.5","The Classic Deluxe Pizza"
227,"2015-01-04","17:24:39","32.75","The Barbecue Chicken Pizza, The Greek Pizza"
228,"2015-01-04","17:31:24","12.75","The Italian Vegetables Pizza"
229,"2015-01-04","17:37:57","54.25","The Italian Vegetables Pizza, The Prosciutto and Arugula Pizza, The Spinach Pesto Pizza"
230,"2015-01-04","17:58:38","16.75","The Thai Chicken Pizza"
231,"2015-01-04","18:04:18","45.25","The California Chicken Pizza, The Napolitana Pizza, The Prosciutto and Arugula Pizza"
232,"2015-01-04","18:21:59","37.5","The Barbecue Chicken Pizza, The Spinach Supreme Pizza"
233,"2015-01-04","18:26:51","12","The Spinach and Feta Pizza"
234,"2015-01-04","18:36:09","45.25","The Chicken Alfredo Pizza, The Italian Supreme Pizza, The Napolitana Pizza"
235,"2015-01-04","18:51:30","16.75","The California Chicken Pizza"
236,"2015-01-04","19:21:04","36.5","The Classic Deluxe Pizza, The Green Garden Pizza"
237,"2015-01-04","19:27:48","12","The Green Garden Pizza"
238,"2015-01-04","19:45:15","20.75","The Spinach Pesto Pizza"
239,"2015-01-04","19:57:52","37.5","The Italian Supreme Pizza, The Thai Chicken Pizza"
240,"2015-01-04","20:10:24","14.75","The Four Cheese Pizza"
241,"2015-01-04","20:11:25","37","The Sicilian Pizza, The Spinach Supreme Pizza"
242,"2015-01-04","20:15:29","53","The Calabrese Pizza, The Thai Chicken Pizza, The Vegetables + Vegetables Pizza"
243,"2015-01-04","20:26:17","33","The Classic Deluxe Pizza, The Spinach Supreme Pizza"
244,"2015-01-04","20:26:22","33.25","The Italian Supreme Pizza, The Spicy Italian Pizza"
245,"2015-01-04","20:28:41","41.5","The Barbecue Chicken Pizza, The Chicken Pesto Pizza"
246,"2015-01-04","20:30:48","32","The Chicken Alfredo Pizza, The Pepperoni Pizza"
247,"2015-01-04","20:55:29","42","The Hawaiian Pizza, The Sicilian Pizza, The Spinach Supreme Pizza"
248,"2015-01-04","20:58:19","31.25","The Hawaiian Pizza, The Thai Chicken Pizza"
249,"2015-01-04","21:06:16","33","The Barbecue Chicken Pizza, The Calabrese Pizza"
250,"2015-01-04","21:07:05","14.75","The Four Cheese Pizza"
251,"2015-01-04","21:10:05","16","The Mexicana Pizza"
252,"2015-01-04","22:13:15","16.5","The Prosciutto and Arugula Pizza"
253,"2015-01-04","22:16:18","23.65","The Brie Carre Pizza"
254,"2015-01-04","22:22:13","62.9","The Barbecue Chicken Pizza, The Brie Carre Pizza, The Five Cheese Pizza"
255,"2015-01-05","11:23:35","67","The Five Cheese Pizza, The Green Garden Pizza, The Hawaiian Pizza, The Spinach and Feta Pizza"
256,"2015-01-05","11:56:06","17.5","The Pepperoni, Mushroom, and Peppers Pizza"
257,"2015-01-05","11:59:04","41.5","The California Chicken Pizza, The Chicken Alfredo Pizza"
258,"2015-01-05","11:59:23","16","The Classic Deluxe Pizza"
259,"2015-01-05","12:04:25","15.25","The Pepperoni Pizza"
260,"2015-01-05","12:06:27","39","The Five Cheese Pizza, The Greek Pizza"
261,"2015-01-05","12:38:29","23.65","The Brie Carre Pizza"
262,"2015-01-05","12:42:01","16.75","The California Chicken Pizza"
263,"2015-01-05","12:57:22","20.75","The Spinach Pesto Pizza"
264,"2015-01-05","13:03:59","16","The Mexicana Pizza"
265,"2015-01-05","13:04:42","74","The Chicken Alfredo Pizza, The Mexicana Pizza, The Sicilian Pizza, The Spicy Italian Pizza"
266,"2015-01-05","13:09:29","16.5","The Pepper Salami Pizza"
267,"2015-01-05","13:37:50","50.2","The Four Cheese Pizza, The Mediterranean Pizza, The Napolitana Pizza"
268,"2015-01-05","13:40:46","30.5","The Italian Supreme Pizza, The Pepperoni Pizza"
269,"2015-01-05","13:49:34","16.75","The Chicken Alfredo Pizza"
270,"2015-01-05","14:09:02","62.25","The Southwest Chicken Pizza, The Spinach Pesto Pizza, The Thai Chicken Pizza"
271,"2015-01-05","14:22:19","210.5","The Big Meat Pizza, The California Chicken Pizza, The Chicken Alfredo Pizza, The Chicken Pesto Pizza, The Classic Deluxe Pizza, The Italian Supreme Pizza, The Sicilian Pizza, The Soppressata Pizza, The Southwest Chicken Pizza, The Greek Pizza"
272,"2015-01-05","14:24:05","16.5","The Italian Supreme Pizza"
273,"2015-01-05","14:28:00","12.5","The Soppressata Pizza"
274,"2015-01-05","14:36:33","38.7","The Four Cheese Pizza, The Thai Chicken Pizza"
275,"2015-01-05","14:38:14","65","The Classic Deluxe Pizza, The Five Cheese Pizza, The Pepperoni Pizza, The Sicilian Pizza"
276,"2015-01-05","15:18:18","39.25","The Five Cheese Pizza, The Spicy Italian Pizza"
277,"2015-01-05","15:41:50","14.75","The Four Cheese Pizza"
